developer,Installs,Avg_Rating,inv_Global_rank,containsAds,Comment_reply,Counts
"Springwalk, Inc.",0.03543307086614173,0.6391752577319592,0.021994773519163763,1.0,0.030425963488843813,1.0
Spotify Ltd.,0.19291338582677167,0.6185567010309274,0.4590785907859079,1.0,0.23326572008113589,1.0
SoundHound Inc.,0.03543307086614173,0.6804123711340209,0.0209188601787008,1.0,0.15010141987829614,1.0
Tencent Music Entertainment Hong Kong Limited,0.015748031496062992,0.6804123711340209,0.005941657427937917,1.0,0.006085192697768763,1.0
The Weather Channel,0.03543307086614173,0.6804123711340209,0.02753467240554759,1.0,0.006085192697768763,1.0
Vector Unit,0.03543307086614173,0.4948453608247423,0.00943766937669377,1.0,0.0,1.0
"Twitch Interactive, Inc.",0.015748031496062992,0.6597938144329891,0.013290161971387156,1.0,0.0,1.0
VOODOO,0.03543307086614173,0.47422680412371143,0.00623228134298634,1.0,0.0,1.0
VNG GAME STUDIOS,0.015748031496062992,0.5979381443298974,0.00475522803356376,1.0,0.004056795131845842,1.0
VMate Inc.,0.03543307086614173,0.37113402061855627,0.00017315588977390856,0.0,0.2515212981744422,1.0
"Uber Technologies, Inc.",0.19291338582677167,0.0,0.016374053826745165,0.0,0.8519269776876268,1.0
UCWeb,0.03543307086614173,0.36082474226804084,0.00023181494544069654,1.0,0.48884381338742394,1.0
"Twitter, Inc.",0.19291338582677167,0.5876288659793811,0.34075203252032527,1.0,0.0,1.0
TuneIn Inc,0.03543307086614173,0.5876288659793811,0.017048099996418473,1.0,0.1744421906693712,1.0
TikTok Inc.,0.19291338582677167,0.6185567010309274,0.42949695121951226,1.0,0.004056795131845842,1.0
Tubi TV,0.015748031496062992,0.6907216494845363,0.007550251882886928,1.0,0.02434077079107505,1.0
True Software Scandinavia AB,0.19291338582677167,0.608247422680412,0.258833646028768,1.0,0.05476673427991886,1.0
Tripadvisor,0.03543307086614173,0.5257731958762886,0.00992063492063492,1.0,0.0,1.0
Top Free Games.,0.03543307086614173,0.4226804123711343,0.008028136707699366,1.0,0.0,1.0
Tokopedia,0.015748031496062992,0.5876288659793811,0.00677707220859191,0.0,0.46247464503042596,1.0
TikTok Pte. Ltd.,0.03543307086614173,0.5567010309278349,0.03187361419068737,0.0,0.10141987829614604,1.0
OLX Global B.V.,0.03543307086614173,0.37113402061855627,0.002636000231736286,1.0,0.6632860040567952,1.0
Motorola Mobility LLC.,0.03543307086614173,0.5154639175257731,0.004960448253131182,0.0,0.032454361054766734,1.0
Nox Ltd.,0.015748031496062992,0.6391752577319592,0.005330466527805777,1.0,0.0872210953346856,1.0
Dumpling Sandwich Software Inc.,0.015748031496062992,0.6288659793814428,0.002676151761517618,1.0,0.0,1.0
FaceApp Inc,0.03543307086614173,0.6597938144329891,0.026810470416842896,1.0,0.3995943204868154,1.0
Etermax,0.03543307086614173,0.268041237113402,0.010509617291294866,1.0,0.11359026369168357,1.0
Emoji Keyboard & Sticker Design Team,0.03543307086614173,0.5463917525773203,0.011495522563921293,1.0,0.032454361054766734,1.0
Elokence,0.03543307086614173,0.3402061855670109,0.0020932623119334637,1.0,0.0,1.0
Eijoy Entertainment,0.015748031496062992,0.6288659793814428,0.0032590412111017687,1.0,0.002028397565922921,1.0
Duolingo,0.03543307086614173,0.7731958762886597,0.11724631135200242,1.0,0.0,1.0
Dubsmash Inc,0.03543307086614173,0.3402061855670109,0.0015142501757611816,0.0,0.30628803245436104,1.0
"Fanatee, Inc.",0.015748031496062992,0.5876288659793811,0.0020185670964261125,1.0,0.3265720081135903,1.0
Dub Studio Productions - Top Music Apps 🎧,0.015748031496062992,0.5670103092783503,0.000910083727702949,1.0,0.0,1.0
"Dropbox, Inc.",0.19291338582677167,0.3092783505154637,0.02704906409529212,0.0,0.0,1.0
"DoubleGIS, LLC",0.015748031496062992,0.5463917525773203,0.0005940560449445818,1.0,0.5030425963488844,1.0
Doodle Mobile Ltd.,0.03543307086614173,0.463917525773196,0.007617260787992498,1.0,0.0,1.0
"Doctor Web, Ltd",0.03543307086614173,0.6494845360824746,0.01990501876172608,1.0,0.09127789046653144,1.0
Disney,0.03543307086614173,0.4329896907216497,0.006653515064562413,1.0,0.0,1.0
Facemoji Emoji Keyboard & Keyboard Theme,0.015748031496062992,0.6597938144329891,0.004704607046070463,1.0,0.38336713995943206,1.0
Fast HD Video Downloaders,0.015748031496062992,0.6288659793814428,0.005999119820258036,1.0,0.002028397565922921,1.0
"Dewmobile, Inc.",0.015748031496062992,0.6494845360824746,0.0038835656213704987,1.0,0.21703853955375252,1.0
Gametion Technologies Pvt Ltd,0.03543307086614173,0.2989690721649483,0.0029211342838066055,1.0,0.02636916835699797,1.0
"GoldenShores Technologies, LLC",0.015748031496062992,0.6288659793814428,0.005384494452679335,1.0,0.0,1.0
GoPro,0.03543307086614173,0.7938144329896906,0.037594208058868914,0.0,0.0,1.0
Girl Games - Cooking Games,0.015748031496062992,0.7525773195876289,0.014399750852347234,1.0,0.016227180527383367,1.0
Genera Games,0.015748031496062992,0.5876288659793811,0.0035213414634146373,1.0,0.0,1.0
Gamma Play,0.03543307086614173,0.5257731958762886,0.009359047078842882,1.0,0.07707910750507099,1.0
Gamma Gaana Ltd,0.03543307086614173,0.6185567010309274,0.025657714442312962,1.0,0.3711967545638945,1.0
Gameguru,0.015748031496062992,0.5567010309278349,0.002168647552526333,1.0,0.058823529411764705,1.0
Firecraft Studios,0.015748031496062992,0.5154639175257731,0.0005018048105792268,1.0,0.1744421906693712,1.0
GOMO Live,0.03543307086614173,0.5463917525773203,0.05537621552686115,1.0,0.07910750507099391,1.0
GARENA INTERNATIONAL I PRIVATE LIMITED,0.19291338582677167,0.4226804123711343,1.0000000000000002,0.0,0.014198782961460446,1.0
FunDevs LLC,0.03543307086614173,0.5051546391752577,0.006410710909434677,1.0,0.0973630831643002,1.0
Fugo Games,0.015748031496062992,0.6804123711340209,0.008527465082343134,1.0,0.3022312373225152,1.0
Focus apps,0.015748031496062992,0.5876288659793811,0.005827706582150569,1.0,0.008113590263691683,1.0
Flipkart,0.03543307086614173,0.5773195876288657,0.09846431797651312,1.0,0.0,1.0
Discord Inc.,0.03543307086614173,0.44329896907216515,0.003389215033589542,0.0,0.40365111561866124,1.0
Devexpert.NET,0.015748031496062992,0.5670103092783503,0.005170154160558001,1.0,0.002028397565922921,1.0
"Groupon, Inc.",0.015748031496062992,0.6907216494845363,0.010003052248952527,0.0,0.07302231237322515,1.0
"Apple, Inc.",0.03543307086614173,0.4329896907216497,0.011683282891223074,0.0,0.014198782961460446,1.0
Banco Bradesco SA,0.015748031496062992,0.5257731958762886,0.0009749133893908555,1.0,0.460446247464503,1.0
Badoo,0.03543307086614173,0.3402061855670109,0.009049713447954154,1.0,0.845841784989858,1.0
BBM .,0.03543307086614173,0.3814432989690726,0.0713096287589382,1.0,0.34279918864097364,1.0
AxesInMotion Racing,0.03543307086614173,0.25773195876288657,0.0,1.0,0.0,1.0
"Audible, Inc",0.03543307086614173,0.6597938144329891,0.019741704594079437,0.0,0.004056795131845842,1.0
Atomic Infoapps,0.03543307086614173,0.40206185567010255,0.00169072879069598,1.0,0.0,1.0
"Anhui Huami Information Technology Co.,Ltd.",0.015748031496062992,0.6288659793814428,0.003655464766234566,1.0,0.0,1.0
Benji Bananas,0.015748031496062992,0.5670103092783503,0.001981475294204997,1.0,0.0,1.0
Airtel,0.03543307086614173,0.3505154639175254,0.00032070505131280916,1.0,0.9959432048681541,1.0
"Airbnb, Inc",0.015748031496062992,0.7628865979381452,0.012664757329391478,0.0,0.0,1.0
AdvancedApp,0.015748031496062992,0.6288659793814428,0.003433038061723903,1.0,0.19066937119675456,1.0
"Activision Publishing, Inc.",0.015748031496062992,0.5876288659793811,0.029062561967083095,1.0,0.0,1.0
APUS Group,0.03543307086614173,0.5567010309278349,0.037975251076040176,1.0,0.07099391480730223,1.0
AI Factory Limited,0.015748031496062992,0.5979381443298974,0.003976443610589953,1.0,0.332657200811359,1.0
Baviux,0.03543307086614173,0.5670103092783503,0.012973865370837619,1.0,0.002028397565922921,1.0
Better Life - Color and Draw,0.015748031496062992,0.6907216494845363,0.007092458311970508,1.0,0.2778904665314402,1.0
Deezer Mobile,0.03543307086614173,0.7113402061855671,0.030992698462016473,1.0,0.43407707910750504,1.0
"Cardinal Blue Software, Inc.",0.015748031496062992,0.7113402061855671,0.010948221184339503,1.0,0.15415821501014199,1.0
DUALSPACE,0.03543307086614173,0.5051546391752577,0.006715111398901602,1.0,0.10141987829614604,1.0
DHQ Solutions,0.015748031496062992,0.536082474226804,0.0015492321589882577,1.0,0.002028397565922921,1.0
Cricbuzz.com,0.03543307086614173,0.4536082474226797,0.004806120447263456,1.0,0.0,1.0
Creative Mobile Games,0.03543307086614173,0.5051546391752577,0.013505144817073173,1.0,0.06896551724137931,1.0
City Games LLC,0.03543307086614173,0.5463917525773203,0.009838776353865236,1.0,0.0,1.0
Chess Prince,0.03543307086614173,0.40206185567010255,0.00205582904452898,1.0,0.002028397565922921,1.0
Canva,0.015748031496062992,0.7525773195876289,0.01819059286483276,0.0,0.06490872210953347,1.0
Big Bang Inc.,0.015748031496062992,0.8144329896907223,0.014869052379048384,1.0,0.058823529411764705,1.0
Booking.com Hotels & Vacation Rentals,0.03543307086614173,0.8350515463917523,0.06050492083868208,0.0,0.012170385395537525,1.0
BlaBlaCar,0.015748031496062992,0.7010309278350517,0.009757470885519669,0.0,0.002028397565922921,1.0
Bitstrips,0.03543307086614173,0.6597938144329891,0.03128257244110903,0.0,0.014198782961460446,1.0
"BitTorrent, Inc.",0.03543307086614173,0.7113402061855671,0.05470044991712054,1.0,0.1075050709939148,1.0
BitMango,0.03543307086614173,0.37113402061855627,0.0018712091882823606,1.0,0.6348884381338742,1.0
Big Duck Games LLC,0.03543307086614173,0.5463917525773203,0.011128048780487808,1.0,0.016227180527383367,1.0
Grab Holdings,0.03543307086614173,0.6185567010309274,0.049732659488757054,0.0,0.15415821501014199,1.0
HIPSTER WHALE,0.03543307086614173,0.6597938144329891,0.046975749929913095,1.0,0.060851926977687626,1.0
Novi Digital,0.03543307086614173,0.16494845360824772,0.006531403033328578,1.0,0.31643002028397565,1.0
MobiSystems,0.03543307086614173,0.48453608247422686,0.005771212641703886,1.0,0.3935091277890467,1.0
Moonton,0.03543307086614173,0.391752577319588,0.12230300187617263,1.0,0.018255578093306288,1.0
Moon Active,0.015748031496062992,0.4948453608247423,0.0017624331648721896,1.0,0.9675456389452333,1.0
Mobiuspace Tech Top Player,0.03543307086614173,0.7938144329896906,0.03875439873801723,1.0,0.5415821501014199,1.0
Mobile_V5,0.015748031496062992,0.6391752577319592,0.0052232988083305495,1.0,0.06288032454361055,1.0
Mobigame S.A.R.L.,0.03543307086614173,0.4948453608247423,0.025883055440723904,1.0,0.02636916835699797,1.0
Mobidic,0.0,1.0,0.0012398816798625534,1.0,0.0,1.0
MixerBox© - Music & MP3 Player App Free Download,0.015748031496062992,0.5567010309278349,0.0007820691314735576,1.0,0.23935091277890466,1.0
99 Tecnologia LTDA,0.015748031496062992,0.6494845360824746,0.006965174129353234,0.0,0.3793103448275862,1.0
