developer,Installs,Avg_Rating,inv_Global_rank,containsAds,Comment_reply,Counts
Merger Games,0.015748031496062992,0.6185567010309274,0.007752523345666895,1.0,0.0,1.0
Mercado Libre,0.03543307086614173,0.8659793814432994,0.13368055555555558,0.0,0.002028397565922921,1.0
Melsoft Games,0.015748031496062992,0.7010309278350517,0.020574286625219193,1.0,0.4198782961460446,1.0
Mediocre,0.03543307086614173,0.608247422680412,0.03473507148864593,0.0,0.0,1.0
McAfee LLC,0.015748031496062992,0.5979381443298974,0.002206601927130382,1.0,0.8620689655172413,1.0
MakeMyTrip.com,0.015748031496062992,0.5670103092783503,0.0014447495468332162,0.0,0.7018255578093306,1.0
Moovit,0.015748031496062992,0.6701030927835046,0.006839400738221035,0.0,0.20081135902636915,1.0
Mozilla,0.03543307086614173,0.47422680412371143,0.014057590775110939,0.0,0.0,1.0
MOUNTAIN GAME,0.03543307086614173,0.48453608247422686,0.008674272226593234,1.0,0.0,1.0
"Netflix, Inc.",0.19291338582677167,0.5463917525773203,0.15893317469760068,0.0,0.0,1.0
Notes,0.03543307086614173,0.855670103092784,0.06644955654101997,0.0,0.008113590263691683,1.0
Nordeus,0.015748031496062992,0.4329896907216497,0.0022830402722631878,1.0,0.0,1.0
Nordcurrent,0.03543307086614173,0.4536082474226797,0.014515651229386792,1.0,0.02231237322515213,1.0
Nikolay Ananiev,0.03543307086614173,0.5876288659793811,0.029597008933052296,1.0,0.0,1.0
"Niantic, Inc.",0.03543307086614173,0.268041237113402,0.04860061874955033,0.0,0.0,1.0
Netmarble,0.015748031496062992,0.47422680412371143,0.0017265004110715299,0.0,0.3752535496957404,1.0
NaturalMotionGames Ltd,0.015748031496062992,0.608247422680412,0.007958587398373986,0.0,0.0,1.0
Musixmatch,0.015748031496062992,0.5876288659793811,0.005012448498468727,1.0,0.002028397565922921,1.0
NAVER WEBTOON CORP.,0.015748031496062992,0.5979381443298974,0.0034770796585771348,1.0,0.0,1.0
NAVER Corp.,0.015748031496062992,0.5567010309278349,0.00014400447648201323,1.0,0.7464503042596349,1.0
Myntra,0.015748031496062992,0.4536082474226797,0.0006562015305687664,0.0,0.0,1.0
"MyFitnessPal, Inc.",0.015748031496062992,0.5670103092783503,0.004604170710142116,1.0,0.511156186612576,1.0
My.com B.V.,0.015748031496062992,0.6185567010309274,0.004117560555450518,1.0,0.28600405679513186,1.0
Muslim Pro Limited,0.015748031496062992,0.7216494845360826,0.011310463824062703,1.0,0.2839756592292089,1.0
MX Media & Entertainment (formerly J2 Interactive),0.19291338582677167,0.47422680412371143,0.14354110207768747,1.0,0.14401622718052737,1.0
MADFINGER Games,0.015748031496062992,0.6494845360824746,0.012563276576161991,1.0,0.06693711967545639,1.0
Hago Games,0.03543307086614173,0.3814432989690726,0.010253714606111582,1.0,0.9087221095334685,1.0
Indeed Jobs,0.03543307086614173,0.608247422680412,0.015353997289972901,1.0,0.006085192697768763,1.0
KONAMI,0.015748031496062992,0.40206185567010255,0.0019077974870657793,1.0,0.0,1.0
Joom,0.03543307086614173,0.7525773195876289,0.04543280726924917,0.0,0.17849898580121704,1.0
"JP Brothers, Inc.",0.03543307086614173,0.5154639175257731,0.018489378442171522,1.0,0.02028397565922921,1.0
Ivy,0.03543307086614173,0.412371134020618,0.0023601929944533084,1.0,0.08924949290060852,1.0
Italic Games,0.03543307086614173,0.5463917525773203,0.010423724028906955,1.0,0.0,1.0
Innovative Connecting,0.03543307086614173,0.6907216494845363,0.04396574703451953,1.0,0.6064908722109533,1.0
"INTSIG Information Co.,Ltd",0.03543307086614173,0.8350515463917523,0.05821718931475029,1.0,0.056795131845841784,1.0
KWAI.XYZ STUDIO,0.015748031496062992,0.5463917525773203,8.605428796223426e-05,0.0,0.16227180527383367,1.0
IMDb,0.03543307086614173,0.7113402061855671,0.022557816251737653,1.0,0.014198782961460446,1.0
IGG.COM,0.03543307086614173,0.20618556701030943,0.001655117222313162,0.0,0.7119675456389453,1.0
Huawei Internet Services,0.03543307086614173,0.463917525773196,0.0025562666974187492,0.0,0.010141987829614604,1.0
Hola VPN Ltd.,0.015748031496062992,0.536082474226804,0.0008138693675072348,0.0,0.0,1.0
Hike Private Limited,0.03543307086614173,0.463917525773196,0.011037815004484565,0.0,0.38742393509127787,1.0
Helo Holdings Limited,0.03543307086614173,0.608247422680412,0.018948028265329382,1.0,0.0,1.0
KWAI,0.03543307086614173,0.6494845360824746,0.018043237250554324,1.0,0.4989858012170385,1.0
"Kabam Games, Inc.",0.03543307086614173,0.40206185567010255,0.007028625675478316,0.0,0.016227180527383367,1.0
MACHAPP Software Ltd,0.015748031496062992,0.6391752577319592,0.004554351099066545,1.0,0.3793103448275862,1.0
Leopard V7,0.015748031496062992,0.6391752577319592,0.005659174238801214,1.0,0.08316430020283976,1.0
Lowtech Studios,0.03543307086614173,0.1855670103092777,0.0028798119306494285,1.0,0.0,1.0
LinkedIn,0.19291338582677167,0.36082474226804084,0.03157618672960923,1.0,0.537525354969574,1.0
Linerock Investments LTD,0.03543307086614173,0.5773195876288657,0.01732610659439928,1.0,0.09127789046653144,1.0
Lima Sky LLC,0.015748031496062992,0.5463917525773203,0.0011727774544556743,1.0,0.0,1.0
"Lighthouse, Inc.",0.015748031496062992,0.5979381443298974,0.0013416417058907427,1.0,0.0,1.0
Life.Church,0.03543307086614173,0.8350515463917523,0.06211207273363057,0.0,0.09330628803245436,1.0
Lazada Mobile,0.03543307086614173,0.5773195876288657,0.04302714398111723,0.0,0.006085192697768763,1.0
Kaspersky Lab,0.015748031496062992,0.9278350515463911,0.05212369880708153,0.0,0.2231237322515213,1.0
LINKSURE NETWORK HOLDING PTE. LIMITED,0.03543307086614173,0.4948453608247423,0.012462558836114676,1.0,0.281947261663286,1.0
LBE Tech,0.03543307086614173,0.6494845360824746,0.04080796621919708,1.0,0.48275862068965514,1.0
Kolibri Games,0.015748031496062992,0.7731958762886597,0.02109371839987057,1.0,0.48073022312373226,1.0
"Kiragames Co., Ltd.",0.015748031496062992,0.6701030927835046,0.005715036082945098,1.0,1.0,1.0
Kingsoft Office Software Corporation Limited,0.03543307086614173,0.40206185567010255,0.0037460121436657424,1.0,0.38742393509127787,1.0
KineMaster Corporation,0.03543307086614173,0.4948453608247423,0.010859260536068258,1.0,0.2920892494929006,1.0
✨ Bizo Mobile,0.015748031496062992,0.5773195876288657,0.0018347864474119874,1.0,0.004056795131845842,1.0
